,name,compactness,n_segments,fidelity,n_segs,img_num
301,slic,1.0,10,0.6744894273747891,4,50
302,slic,10.0,10,0.3496131117308229,6,50
303,slic,0.1,40,0.14363399258175147,16,50
304,slic,1.0,40,0.16963936703841698,19,50
305,slic,10.0,40,0.07294257578950147,31,50
306,slic,0.1,10,0.26993080639646616,1,51
307,slic,1.0,10,0.267835857062667,1,51
308,slic,10.0,10,0.2186584812050536,8,51
309,slic,0.1,40,0.2745079544499103,1,51
310,slic,1.0,40,0.25722376640630185,1,51
311,slic,10.0,40,0.17071093435487927,27,51
312,slic,0.1,10,0.28108863340701185,1,52
313,slic,1.0,10,0.27492190998093735,1,52
314,slic,10.0,10,0.4156993499385923,4,52
315,slic,0.1,40,0.36672951043035673,18,52
316,slic,1.0,40,0.37968720156762714,18,52
317,slic,10.0,40,0.3436952689285391,29,52
318,slic,0.1,10,0.8761021847964972,3,53
319,slic,1.0,10,0.8325976634198167,4,53
320,slic,10.0,10,0.48284333937304746,6,53
321,slic,0.1,40,0.7032450459543522,7,53
322,slic,1.0,40,0.7288651441141398,5,53
323,slic,10.0,40,0.179041861706827,27,53
324,slic,0.1,10,0.2640420148334821,1,54
325,slic,1.0,10,0.26488765118768187,1,54
326,slic,10.0,10,0.8949371064697133,3,54
327,slic,0.1,40,0.3579913118597944,7,54
328,slic,1.0,40,0.3297731547020939,8,54
329,slic,10.0,40,0.24222954893875004,16,54
330,slic,0.1,10,0.9990940775875633,2,55
331,slic,1.0,10,0.9991614294137474,2,55
332,slic,10.0,10,0.122535817826258,7,55
333,slic,0.1,40,0.15125059634271054,6,55
334,slic,1.0,40,0.23226149966826515,6,55
335,slic,10.0,40,0.061447604755591856,28,55
336,slic,0.1,10,0.27201672053943615,1,56
337,slic,1.0,10,0.26530991957579747,1,56
338,slic,10.0,10,0.19255912175335654,9,56
339,slic,0.1,40,0.5368247966752191,5,56
340,slic,1.0,40,0.47140342912514255,6,56
341,slic,10.0,40,0.0676698928234507,31,56
342,slic,0.1,10,0.8282586715809994,5,57
343,slic,1.0,10,0.8205951051665299,5,57
344,slic,10.0,10,0.9471067794798972,6,57
345,slic,0.1,40,0.6373814446542609,16,57
346,slic,1.0,40,0.7514212801909993,18,57
347,slic,10.0,40,0.4568790766429966,30,57
348,slic,0.1,10,0.9998749680980982,2,58
349,slic,1.0,10,0.9998852484028794,2,58
350,slic,10.0,10,0.9997012535818487,3,58
351,slic,0.1,40,0.3608829092185809,11,58
352,slic,1.0,40,0.37963177665228165,11,58
353,slic,10.0,40,0.10082725444993512,23,58
354,slic,0.1,10,0.26446501627134567,1,59
355,slic,1.0,10,0.2555043189380489,1,59
356,slic,10.0,10,0.6845176618478088,3,59
357,slic,0.1,40,0.7432162402402004,5,59
358,slic,1.0,40,0.7065482372494725,5,59
359,slic,10.0,40,0.06021469498894627,15,59
360,slic,0.1,10,0.6631253996097537,4,60
361,slic,1.0,10,0.6971050881917096,4,60
362,slic,10.0,10,0.47557600088258667,6,60
363,slic,0.1,40,0.23459716834811983,16,60
364,slic,1.0,40,0.2983551612805323,17,60
365,slic,10.0,40,0.13941686426030042,30,60
366,slic,0.1,10,0.3723051068871438,5,61
367,slic,1.0,10,0.3776592195127696,5,61
368,slic,10.0,10,0.2558321627376461,5,61
369,slic,0.1,40,0.05112483260927769,26,61
370,slic,1.0,40,0.07390028129616888,25,61
371,slic,10.0,40,0.06904068877564773,31,61
372,slic,0.1,10,0.49704741447522033,4,62
373,slic,1.0,10,0.5249955614234041,5,62
374,slic,10.0,10,0.6270299335714125,8,62
375,slic,0.1,40,0.6770592422916112,25,62
376,slic,1.0,40,0.6853572228982503,23,62
377,slic,10.0,40,0.6623267141087362,31,62
378,slic,0.1,10,0.9390974898006393,8,63
379,slic,1.0,10,0.9593920666323097,8,63
380,slic,10.0,10,0.9999309490692899,9,63
381,slic,0.1,40,0.604098985497556,28,63
382,slic,1.0,40,0.6367643819606108,28,63
383,slic,10.0,40,0.6491500777932963,29,63
384,slic,0.1,10,0.9989627473189389,2,64
385,slic,1.0,10,0.9991047974072023,2,64
386,slic,10.0,10,0.4729027695087892,4,64
387,slic,0.1,40,0.22308465706364833,8,64
388,slic,1.0,40,0.13413792113226541,10,64
389,slic,10.0,40,0.09122715887966493,30,64
390,slic,0.1,10,0.9998732944273926,2,65
391,slic,1.0,10,0.9998840269889729,3,65
392,slic,10.0,10,0.9883110653249949,5,65
393,slic,0.1,40,0.6704812902690811,19,65
394,slic,1.0,40,0.6466499215988226,20,65
395,slic,10.0,40,0.7545053463473673,28,65
396,slic,0.1,10,0.26825557443233616,1,66
397,slic,1.0,10,0.2669953377000287,1,66
398,slic,10.0,10,0.1319879854515894,7,66
399,slic,0.1,40,0.9037091921092203,3,66
400,slic,1.0,40,0.7306644179941786,4,66
401,slic,10.0,40,0.05983301567541422,30,66
402,slic,0.1,10,0.5469392388150471,6,67
403,slic,1.0,10,0.52023307916271,6,67
404,slic,10.0,10,0.3012859642011545,9,67
405,slic,0.1,40,0.2217310628613658,17,67
406,slic,1.0,40,0.25589234144910367,18,67
407,slic,10.0,40,0.09721941055617,30,67
408,slic,0.1,10,0.6657900221689883,6,68
409,slic,1.0,10,0.6199195504079387,6,68
410,slic,10.0,10,0.5190348508983837,9,68
411,slic,0.1,40,0.5320583422932943,26,68
412,slic,1.0,40,0.5532232560154684,25,68
413,slic,10.0,40,0.3988462134333558,33,68
414,slic,0.1,10,0.4930539860353447,5,69
415,slic,1.0,10,0.47488303816989375,5,69
416,slic,10.0,10,0.4604972517146173,8,69
417,slic,0.1,40,0.2615525006829976,11,69
418,slic,1.0,40,0.21054197378466408,15,69
419,slic,10.0,40,0.15601683156190438,33,69
420,slic,0.1,10,0.677820674203554,3,70
421,slic,1.0,10,0.6429833228008538,3,70
422,slic,10.0,10,0.1257695053343726,7,70
423,slic,0.1,40,0.20740763939007145,7,70
424,slic,1.0,40,0.15539926044164853,10,70
425,slic,10.0,40,0.05160977768886299,27,70
426,slic,0.1,10,0.6116691877539882,4,71
427,slic,1.0,10,0.6031172605844974,4,71
428,slic,10.0,10,0.22457897643712965,7,71
429,slic,0.1,40,0.5675538398863451,13,71
430,slic,1.0,40,0.5081794636840015,14,71
431,slic,10.0,40,0.12286305889545834,29,71
432,slic,0.1,10,0.9991542902084538,2,72
433,slic,1.0,10,0.999162285931686,2,72
434,slic,10.0,10,0.5050990580621759,8,72
435,slic,0.1,40,0.883203611379318,3,72
436,slic,1.0,40,0.9070658633642762,3,72
437,slic,10.0,40,0.3931187312550509,32,72
438,slic,0.1,10,0.2627708053037896,1,73
439,slic,1.0,10,0.26530991961009387,1,73
440,slic,10.0,10,0.6975395959669286,6,73
441,slic,0.1,40,0.26573182205931023,1,73
442,slic,1.0,40,0.280270993565812,1,73
443,slic,10.0,40,0.2429493060021699,31,73
444,slic,0.1,10,0.738508627368478,4,74
445,slic,1.0,10,0.626624025356294,5,74
446,slic,10.0,10,0.6334333267338117,6,74
447,slic,0.1,40,0.358966032935659,15,74
448,slic,1.0,40,0.4216435500411879,15,74
449,slic,10.0,40,0.10447019459062945,29,74
450,slic,0.1,10,0.857372338708985,3,75
451,slic,1.0,10,0.8403386699902341,3,75
452,slic,10.0,10,0.6069268333105864,4,75
453,slic,0.1,40,0.3924594856090594,15,75
454,slic,1.0,40,0.39382481079504866,15,75
455,slic,10.0,40,0.20958843199866795,29,75
456,slic,0.1,10,0.9997186102510525,2,76
457,slic,1.0,10,0.9996796318367696,2,76
458,slic,10.0,10,0.397103218268519,6,76
459,slic,0.1,40,0.7752425274949991,9,76
460,slic,1.0,40,0.8052326622399099,10,76
461,slic,10.0,40,0.17210033375781097,27,76
462,slic,0.1,10,0.7758870161073494,5,77
463,slic,1.0,10,0.9999305397236498,7,77
464,slic,10.0,10,0.8754442146305689,8,77
465,slic,0.1,40,0.5492515878400215,28,77
466,slic,1.0,40,0.5388018405294343,28,77
467,slic,10.0,40,0.39430417158116027,34,77
468,slic,0.1,10,0.99991071029512,3,78
469,slic,1.0,10,0.9999099597473259,3,78
470,slic,10.0,10,0.9958395214114404,5,78
471,slic,0.1,40,0.6174822671186775,15,78
472,slic,1.0,40,0.6912399889592458,15,78
473,slic,10.0,40,0.3300988496013163,22,78
474,slic,0.1,10,0.5216028034800184,7,79
475,slic,1.0,10,0.35794470858438365,7,79
476,slic,10.0,10,0.21847982195762072,7,79
477,slic,0.1,40,0.357683590559289,25,79
478,slic,1.0,40,0.34640213724871716,25,79
479,slic,10.0,40,0.1256098595249373,27,79
480,slic,0.1,10,0.9998462337082215,2,80
481,slic,1.0,10,0.9998915406038542,2,80
482,slic,10.0,10,0.35089192444798994,7,80
483,slic,0.1,40,0.1107646419878423,14,80
484,slic,1.0,40,0.13595161382807375,14,80
485,slic,10.0,40,0.05451689446855079,26,80
486,slic,0.1,10,0.2773981564781465,1,81
487,slic,1.0,10,0.265309919610094,1,81
488,slic,10.0,10,0.9573911156621229,5,81
489,slic,0.1,40,0.9999174685281037,4,81
490,slic,1.0,40,0.9999220605246344,4,81
491,slic,10.0,40,0.5967637244256873,18,81
492,slic,0.1,10,0.23985158270904752,7,82
493,slic,1.0,10,0.21849835747727364,7,82
494,slic,10.0,10,0.4453649056011971,6,82
495,slic,0.1,40,0.3228004008929568,7,82
496,slic,1.0,40,0.31972244843386965,8,82
497,slic,10.0,40,0.1594000344833606,24,82
498,slic,0.1,10,0.7018054953034099,5,83
499,slic,1.0,10,0.6584996034284393,6,83
500,slic,10.0,10,0.7240760805544062,7,83
501,slic,0.1,40,0.9713480754574579,20,83
502,slic,1.0,40,0.8882924329318864,20,83
503,slic,10.0,40,0.8770960745375774,29,83
504,slic,0.1,10,0.9998989160054929,3,84
505,slic,1.0,10,0.9999135943538819,3,84
506,slic,10.0,10,0.9999196380429541,6,84
507,slic,0.1,40,0.582476484038615,8,84
508,slic,1.0,40,0.5716712524734142,8,84
509,slic,10.0,40,0.7253078803243042,21,84
510,slic,0.1,10,0.26107069918649173,1,85
511,slic,1.0,10,0.260218427190262,1,85
512,slic,10.0,10,0.26741578042385794,1,85
513,slic,0.1,40,0.7521365151133124,6,85
514,slic,1.0,40,0.7661954995016748,6,85
515,slic,10.0,40,0.5402791880469577,14,85
516,slic,0.1,10,0.45036115228653023,4,86
517,slic,1.0,10,0.6796279988715952,3,86
518,slic,10.0,10,0.1000043132065863,7,86
519,slic,0.1,40,0.22058606102952616,6,86
520,slic,1.0,40,0.12116666561928757,9,86
521,slic,10.0,40,0.06157199831370485,30,86
522,slic,0.1,10,0.6786255173645455,4,87
523,slic,1.0,10,0.6834727094232501,4,87
524,slic,10.0,10,0.7460462068026159,4,87
525,slic,0.1,40,0.6386646445785892,10,87
526,slic,1.0,40,0.6547317447171641,9,87
527,slic,10.0,40,0.5118494200715452,22,87
528,slic,0.1,10,0.48419698175472337,5,88
529,slic,1.0,10,0.4436132571903846,6,88
530,slic,10.0,10,0.5166676100355493,7,88
531,slic,0.1,40,0.3440988925031888,21,88
532,slic,1.0,40,0.3340485084821415,21,88
533,slic,10.0,40,0.1424954140568072,32,88
534,slic,0.1,10,0.7603824602799838,6,89
535,slic,1.0,10,0.9349727298881171,6,89
536,slic,10.0,10,0.8209603814659896,6,89
537,slic,0.1,40,0.7036585912043082,20,89
538,slic,1.0,40,0.7133917148177972,18,89
539,slic,10.0,40,0.745422363016499,29,89
540,slic,0.1,10,0.8221276041815871,3,90
541,slic,1.0,10,0.7989350041913753,3,90
542,slic,10.0,10,0.8176861164115466,3,90
543,slic,0.1,40,0.685640877369832,3,90
544,slic,1.0,40,0.5203797175502518,4,90
545,slic,10.0,40,0.115279493596953,15,90
546,slic,0.1,10,0.8329312034896414,5,91
547,slic,1.0,10,0.8044460884577098,5,91
548,slic,10.0,10,0.533147791436765,8,91
549,slic,0.1,40,0.844747999854544,3,91
550,slic,1.0,40,0.808890601044799,4,91
551,slic,10.0,40,0.1934204498341926,29,91
552,slic,0.1,10,0.5722949961346633,5,92
553,slic,1.0,10,0.566267169365044,5,92
554,slic,10.0,10,0.5001072070511432,7,92
555,slic,0.1,40,0.2658784967608303,11,92
556,slic,1.0,40,0.2379196123590618,14,92
557,slic,10.0,40,0.17607270011658138,28,92
558,slic,0.1,10,0.9999207529018584,5,93
559,slic,1.0,10,0.9999249263481905,5,93
560,slic,10.0,10,0.9873993178577212,7,93
561,slic,0.1,40,0.6528797397330135,21,93
562,slic,1.0,40,0.66929096838881,24,93
563,slic,10.0,40,0.6565179435859302,31,93
564,slic,0.1,10,0.7868709555066162,7,94
565,slic,1.0,10,0.7673012570981712,8,94
566,slic,10.0,10,0.9726677030389571,7,94
567,slic,0.1,40,0.5643089683848659,25,94
568,slic,1.0,40,0.5757595122615227,26,94
569,slic,10.0,40,0.5491756966290946,31,94
570,slic,0.1,10,0.26064474844735186,1,95
571,slic,1.0,10,0.25679446816121765,1,95
572,slic,10.0,10,0.9995001127382191,2,95
573,slic,0.1,40,0.18082920777887423,12,95
574,slic,1.0,40,0.20567653614365888,11,95
575,slic,10.0,40,0.053443193197728944,16,95
576,slic,0.1,10,0.269930808486473,1,96
577,slic,1.0,10,0.2707662549629205,1,96
578,slic,10.0,10,0.30239759291234547,5,96
579,slic,0.1,40,0.6904796109039264,5,96
580,slic,1.0,40,0.6079577910434526,5,96
581,slic,10.0,40,0.05132347501472667,26,96
582,slic,0.1,10,0.2682555737645338,1,97
583,slic,1.0,10,0.2485661524321099,1,97
584,slic,10.0,10,0.36149812256773894,5,97
585,slic,0.1,40,0.4506640049195634,4,97
586,slic,1.0,40,0.3632854235055154,5,97
587,slic,10.0,40,0.05277858164516647,22,97
588,slic,0.1,10,0.26277080519788876,1,98
589,slic,1.0,10,0.26951254313549533,1,98
590,slic,10.0,10,0.9991245922234351,2,98
591,slic,0.1,40,0.7717750155161913,4,98
592,slic,1.0,40,0.7268697862440897,4,98
593,slic,10.0,40,0.19077125820594054,12,98
594,slic,0.1,10,0.26446501606212214,1,99
595,slic,1.0,10,0.2631949093492656,1,99
596,slic,10.0,10,0.28090315145250366,5,99
597,slic,0.1,40,0.3368338664992627,5,99
598,slic,1.0,40,0.31666599964018427,5,99
599,slic,10.0,40,0.05815503600844086,27,99
